,0,1,2,3,4,5
0,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film
1,Rank,Series,Total worldwide box office,No. of films,Average of films,Highest-grossing film
207,"Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727"
208,,Lupin the 3rd vs. Detective Conan: The Movie (2013),"$41,397,727",,,
209,"19 Dragon Ball $692,861,335 20 $34,643,067 Broly ($103,627,891) 1 Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6] $460,000,000 2 Dragon Ball Super: Broly (2018) [8] $103,627,891 3 Dragon Ball Z: Resurrection 'F' (2015)[9] $70,798,088 4 Dragon Ball Z: Battle of Gods (2013)[nb 7] $52,761,356 5 The Path to Power (1996)[13] $5,674,000","19 Dragon Ball $692,861,335 20 $34,643,067 Broly ($103,627,891) 1 Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6] $460,000,000 2 Dragon Ball Super: Broly (2018) [8] $103,627,891 3 Dragon Ball Z: Resurrection 'F' (2015)[9] $70,798,088 4 Dragon Ball Z: Battle of Gods (2013)[nb 7] $52,761,356 5 The Path to Power (1996)[13] $5,674,000","19 Dragon Ball $692,861,335 20 $34,643,067 Broly ($103,627,891) 1 Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6] $460,000,000 2 Dragon Ball Super: Broly (2018) [8] $103,627,891 3 Dragon Ball Z: Resurrection 'F' (2015)[9] $70,798,088 4 Dragon Ball Z: Battle of Gods (2013)[nb 7] $52,761,356 5 The Path to Power (1996)[13] $5,674,000","19 Dragon Ball $692,861,335 20 $34,643,067 Broly ($103,627,891) 1 Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6] $460,000,000 2 Dragon Ball Super: Broly (2018) [8] $103,627,891 3 Dragon Ball Z: Resurrection 'F' (2015)[9] $70,798,088 4 Dragon Ball Z: Battle of Gods (2013)[nb 7] $52,761,356 5 The Path to Power (1996)[13] $5,674,000","19 Dragon Ball $692,861,335 20 $34,643,067 Broly ($103,627,891) 1 Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6] $460,000,000 2 Dragon Ball Super: Broly (2018) [8] $103,627,891 3 Dragon Ball Z: Resurrection 'F' (2015)[9] $70,798,088 4 Dragon Ball Z: Battle of Gods (2013)[nb 7] $52,761,356 5 The Path to Power (1996)[13] $5,674,000","19 Dragon Ball $692,861,335 20 $34,643,067 Broly ($103,627,891) 1 Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6] $460,000,000 2 Dragon Ball Super: Broly (2018) [8] $103,627,891 3 Dragon Ball Z: Resurrection 'F' (2015)[9] $70,798,088 4 Dragon Ball Z: Battle of Gods (2013)[nb 7] $52,761,356 5 The Path to Power (1996)[13] $5,674,000"
210,19,Dragon Ball,"$692,861,335",20,"$34,643,067","Broly ($103,627,891)"
211,1,Curse of the Blood Rubies (1986) to Wrath of the Dragon (1995)[6][7][nb 6],"$460,000,000",,,
212,2,Dragon Ball Super: Broly (2018) [8],"$103,627,891",,,
213,3,Dragon Ball Z: Resurrection 'F' (2015)[9],"$70,798,088",,,
214,4,Dragon Ball Z: Battle of Gods (2013)[nb 7],"$52,761,356",,,
215,5,The Path to Power (1996)[13],"$5,674,000",,,
216,"20 Happy Feet $534,742,074 2 $267,371,037 Happy Feet ($384,335,608) 1 Happy Feet (2006) $384,335,608 2 Happy Feet Two (2011) $150,406,466","20 Happy Feet $534,742,074 2 $267,371,037 Happy Feet ($384,335,608) 1 Happy Feet (2006) $384,335,608 2 Happy Feet Two (2011) $150,406,466","20 Happy Feet $534,742,074 2 $267,371,037 Happy Feet ($384,335,608) 1 Happy Feet (2006) $384,335,608 2 Happy Feet Two (2011) $150,406,466","20 Happy Feet $534,742,074 2 $267,371,037 Happy Feet ($384,335,608) 1 Happy Feet (2006) $384,335,608 2 Happy Feet Two (2011) $150,406,466","20 Happy Feet $534,742,074 2 $267,371,037 Happy Feet ($384,335,608) 1 Happy Feet (2006) $384,335,608 2 Happy Feet Two (2011) $150,406,466","20 Happy Feet $534,742,074 2 $267,371,037 Happy Feet ($384,335,608) 1 Happy Feet (2006) $384,335,608 2 Happy Feet Two (2011) $150,406,466"
217,20,Happy Feet,"$534,742,074",2,"$267,371,037","Happy Feet ($384,335,608)"
218,1,Happy Feet (2006),"$384,335,608",,,
219,2,Happy Feet Two (2011),"$150,406,466",,,
220,"21 Cloudy with a Chance of Meatballs $517,332,075 2 $258,666,038 Cloudy with a Chance of Meatballs 2 ($274,325,949) 1 Cloudy with a Chance of Meatballs 2 (2013) $274,325,949 2 Cloudy with a Chance of Meatballs (2009) $243,006,126","21 Cloudy with a Chance of Meatballs $517,332,075 2 $258,666,038 Cloudy with a Chance of Meatballs 2 ($274,325,949) 1 Cloudy with a Chance of Meatballs 2 (2013) $274,325,949 2 Cloudy with a Chance of Meatballs (2009) $243,006,126","21 Cloudy with a Chance of Meatballs $517,332,075 2 $258,666,038 Cloudy with a Chance of Meatballs 2 ($274,325,949) 1 Cloudy with a Chance of Meatballs 2 (2013) $274,325,949 2 Cloudy with a Chance of Meatballs (2009) $243,006,126","21 Cloudy with a Chance of Meatballs $517,332,075 2 $258,666,038 Cloudy with a Chance of Meatballs 2 ($274,325,949) 1 Cloudy with a Chance of Meatballs 2 (2013) $274,325,949 2 Cloudy with a Chance of Meatballs (2009) $243,006,126","21 Cloudy with a Chance of Meatballs $517,332,075 2 $258,666,038 Cloudy with a Chance of Meatballs 2 ($274,325,949) 1 Cloudy with a Chance of Meatballs 2 (2013) $274,325,949 2 Cloudy with a Chance of Meatballs (2009) $243,006,126","21 Cloudy with a Chance of Meatballs $517,332,075 2 $258,666,038 Cloudy with a Chance of Meatballs 2 ($274,325,949) 1 Cloudy with a Chance of Meatballs 2 (2013) $274,325,949 2 Cloudy with a Chance of Meatballs (2009) $243,006,126"
221,21,Cloudy with a Chance of Meatballs,"$517,332,075",2,"$258,666,038","Cloudy with a Chance of Meatballs 2 ($274,325,949)"
222,1,Cloudy with a Chance of Meatballs 2 (2013),"$274,325,949",,,
223,2,Cloudy with a Chance of Meatballs (2009),"$243,006,126",,,
224,"22 The Jungle Book $513,703,599 2 $256,851,800 The Jungle Book ($378,000,000) 1 The Jungle Book (1967) $378,000,000 2 The Jungle Book 2 (2003) $135,703,599","22 The Jungle Book $513,703,599 2 $256,851,800 The Jungle Book ($378,000,000) 1 The Jungle Book (1967) $378,000,000 2 The Jungle Book 2 (2003) $135,703,599","22 The Jungle Book $513,703,599 2 $256,851,800 The Jungle Book ($378,000,000) 1 The Jungle Book (1967) $378,000,000 2 The Jungle Book 2 (2003) $135,703,599","22 The Jungle Book $513,703,599 2 $256,851,800 The Jungle Book ($378,000,000) 1 The Jungle Book (1967) $378,000,000 2 The Jungle Book 2 (2003) $135,703,599","22 The Jungle Book $513,703,599 2 $256,851,800 The Jungle Book ($378,000,000) 1 The Jungle Book (1967) $378,000,000 2 The Jungle Book 2 (2003) $135,703,599","22 The Jungle Book $513,703,599 2 $256,851,800 The Jungle Book ($378,000,000) 1 The Jungle Book (1967) $378,000,000 2 The Jungle Book 2 (2003) $135,703,599"
225,22,The Jungle Book,"$513,703,599",2,"$256,851,800","The Jungle Book ($378,000,000)"
226,1,The Jungle Book (1967),"$378,000,000",,,
227,2,The Jungle Book 2 (2003),"$135,703,599",,,
228,"23 SpongeBob SquarePants $464,363,170 2 $232,181,585 Sponge Out of Water ($324,201,378) 1 Sponge Out of Water (2015) $324,201,378 2 The SpongeBob SquarePants Movie (2004) $140,161,792","23 SpongeBob SquarePants $464,363,170 2 $232,181,585 Sponge Out of Water ($324,201,378) 1 Sponge Out of Water (2015) $324,201,378 2 The SpongeBob SquarePants Movie (2004) $140,161,792","23 SpongeBob SquarePants $464,363,170 2 $232,181,585 Sponge Out of Water ($324,201,378) 1 Sponge Out of Water (2015) $324,201,378 2 The SpongeBob SquarePants Movie (2004) $140,161,792","23 SpongeBob SquarePants $464,363,170 2 $232,181,585 Sponge Out of Water ($324,201,378) 1 Sponge Out of Water (2015) $324,201,378 2 The SpongeBob SquarePants Movie (2004) $140,161,792","23 SpongeBob SquarePants $464,363,170 2 $232,181,585 Sponge Out of Water ($324,201,378) 1 Sponge Out of Water (2015) $324,201,378 2 The SpongeBob SquarePants Movie (2004) $140,161,792","23 SpongeBob SquarePants $464,363,170 2 $232,181,585 Sponge Out of Water ($324,201,378) 1 Sponge Out of Water (2015) $324,201,378 2 The SpongeBob SquarePants Movie (2004) $140,161,792"
229,23,SpongeBob SquarePants,"$464,363,170",2,"$232,181,585","Sponge Out of Water ($324,201,378)"
230,1,Sponge Out of Water (2015),"$324,201,378",,,
231,2,The SpongeBob SquarePants Movie (2004),"$140,161,792",,,
232,"24 Peter Pan $447,833,782 8 $55,979,223 Peter Pan ($145,000,000) Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682 Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","24 Peter Pan $447,833,782 8 $55,979,223 Peter Pan ($145,000,000) Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682 Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","24 Peter Pan $447,833,782 8 $55,979,223 Peter Pan ($145,000,000) Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682 Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","24 Peter Pan $447,833,782 8 $55,979,223 Peter Pan ($145,000,000) Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682 Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","24 Peter Pan $447,833,782 8 $55,979,223 Peter Pan ($145,000,000) Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682 Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","24 Peter Pan $447,833,782 8 $55,979,223 Peter Pan ($145,000,000) Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682 Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265"
233,24,Peter Pan,"$447,833,782",8,"$55,979,223","Peter Pan ($145,000,000)"
234,"Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682","Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682","Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682","Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682","Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682","Main series $254,862,682 2 $127,431,341 Peter Pan ($145,000,000) 1 Peter Pan (1953) $145,000,000 2 Return to Never Land (2002) $109,862,682"
235,,Main series,"$254,862,682",2,"$127,431,341","Peter Pan ($145,000,000)"
236,1,Peter Pan (1953),"$145,000,000",,,
237,2,Return to Never Land (2002),"$109,862,682",,,
238,"Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265","Tinker Bell series $192,971,100 6 $32,161,850 Secret of the Wings ($67,537,798) 1 Secret of the Wings (2012) $67,537,798 2 The Pirate Fairy (2014) $64,942,074 3 Legend of the NeverBeast (2014) $31,836,701 4 Great Fairy Rescue (2010) $10,872,752 5 Tinker Bell (2008) $9,199,510 6 Lost Treasure (2009) $8,582,265"
239,,Tinker Bell series,"$192,971,100",6,"$32,161,850","Secret of the Wings ($67,537,798)"
240,1,Secret of the Wings (2012),"$67,537,798",,,
241,2,The Pirate Fairy (2014),"$64,942,074",,,
242,3,Legend of the NeverBeast (2014),"$31,836,701",,,
243,4,Great Fairy Rescue (2010),"$10,872,752",,,
244,5,Tinker Bell (2008),"$9,199,510",,,
245,6,Lost Treasure (2009),"$8,582,265",,,
246,"25 Boonie Bears $413,594,126 8 $51,699,266 Blast into the Past ($106,281,909) 1 Blast into the Past (2019) $106,281,909 2 The Big Shrink (2018) $96,737,643 3 Entangled Worlds (2017) $77,026,847 4 Mystical Winter (2015) $47,581,416 5 The Big Top Secret (2016) $45,180,825 6 To the Rescue (2014) $40,521,387 7 Homeward Journey (2013) $156,002 8 Robo Rumble (2014) $108,097","25 Boonie Bears $413,594,126 8 $51,699,266 Blast into the Past ($106,281,909) 1 Blast into the Past (2019) $106,281,909 2 The Big Shrink (2018) $96,737,643 3 Entangled Worlds (2017) $77,026,847 4 Mystical Winter (2015) $47,581,416 5 The Big Top Secret (2016) $45,180,825 6 To the Rescue (2014) $40,521,387 7 Homeward Journey (2013) $156,002 8 Robo Rumble (2014) $108,097","25 Boonie Bears $413,594,126 8 $51,699,266 Blast into the Past ($106,281,909) 1 Blast into the Past (2019) $106,281,909 2 The Big Shrink (2018) $96,737,643 3 Entangled Worlds (2017) $77,026,847 4 Mystical Winter (2015) $47,581,416 5 The Big Top Secret (2016) $45,180,825 6 To the Rescue (2014) $40,521,387 7 Homeward Journey (2013) $156,002 8 Robo Rumble (2014) $108,097","25 Boonie Bears $413,594,126 8 $51,699,266 Blast into the Past ($106,281,909) 1 Blast into the Past (2019) $106,281,909 2 The Big Shrink (2018) $96,737,643 3 Entangled Worlds (2017) $77,026,847 4 Mystical Winter (2015) $47,581,416 5 The Big Top Secret (2016) $45,180,825 6 To the Rescue (2014) $40,521,387 7 Homeward Journey (2013) $156,002 8 Robo Rumble (2014) $108,097","25 Boonie Bears $413,594,126 8 $51,699,266 Blast into the Past ($106,281,909) 1 Blast into the Past (2019) $106,281,909 2 The Big Shrink (2018) $96,737,643 3 Entangled Worlds (2017) $77,026,847 4 Mystical Winter (2015) $47,581,416 5 The Big Top Secret (2016) $45,180,825 6 To the Rescue (2014) $40,521,387 7 Homeward Journey (2013) $156,002 8 Robo Rumble (2014) $108,097","25 Boonie Bears $413,594,126 8 $51,699,266 Blast into the Past ($106,281,909) 1 Blast into the Past (2019) $106,281,909 2 The Big Shrink (2018) $96,737,643 3 Entangled Worlds (2017) $77,026,847 4 Mystical Winter (2015) $47,581,416 5 The Big Top Secret (2016) $45,180,825 6 To the Rescue (2014) $40,521,387 7 Homeward Journey (2013) $156,002 8 Robo Rumble (2014) $108,097"
247,25,Boonie Bears,"$413,594,126",8,"$51,699,266","Blast into the Past ($106,281,909)"
248,1,Blast into the Past (2019),"$106,281,909",,,
249,2,The Big Shrink (2018),"$96,737,643",,,
250,3,Entangled Worlds (2017),"$77,026,847",,,
251,4,Mystical Winter (2015),"$47,581,416",,,
252,5,The Big Top Secret (2016),"$45,180,825",,,
253,6,To the Rescue (2014),"$40,521,387",,,
254,7,Homeward Journey (2013),"$156,002",,,
255,8,Robo Rumble (2014),"$108,097",,,
